id,text,stars,categoria
704,"Increíble calidad. Quedó espectacular en el living. Además, el proceso de compra y despacho fue impecable.",5,mueble
705,Muy buena compra en general. El diseño es precioso y funcional a la vez.,4,mueble
706,Increíble calidad. Quedó espectacular en el living.,5,mueble
707,Bastante conforme con el producto. El proceso de compra y despacho fue impecable. Lo único es que llegó con un rayón visible en la superficie.,4,iluminacion
708,"No lo recomiendo para nada. Compré un teclado mecánico Casa Sur y las instrucciones de armado están mal traducidas y no calzan con las piezas. Además, el envío se demoró casi tres semanas más de lo prometido. Por si fuera poco, venía con una pieza rota dentro de la caja. Por si fuera poco, llegó golpeado por todos lados, el embalaje era pésimo. Definitivamente no vale lo que cuesta.",1,electronica
709,"Cumple bien lo que promete. Llegó antes de lo prometido y muy bien embalado. Lo único es que llegó golpeado por todos lados, el embalaje era pésimo.",4,mueble
710,"Superó mis expectativas. Es exactamente como se veía en las fotos. Además, combina perfecto con el resto de mi decoración.",5,mueble
711,Muy recomendado. Se nota el cuidado en los detalles y terminaciones.,5,papeleria
712,"Muy decepcionado con esta compra. Compré un cargador rápido Tallerín y no coincide para nada con las medidas publicadas. Y lo peor: olía fuerte a químico los primeros días. Sumado a eso, las instrucciones de armado están mal traducidas y no calzan con las piezas.",1,electronica
713,"Superó mis expectativas. Se nota el cuidado en los detalles y terminaciones. Y de paso, el acabado se ve mucho más caro de lo que costó.",5,mueble
714,"Tiene varios detalles que no me convencieron. El banco de Lumina el material se siente mucho más barato de lo que se ve en las fotos. Eso sí, quedó espectacular en el living.",2,mueble
715,"Muy decepcionado con esta compra. Compré un organizador de escritorio Estudio Maule y llegó golpeado por todos lados, el embalaje era pésimo. Por si fuera poco, el color no se parece nada a la foto del sitio. Sumado a eso, el acabado tiene burbujas y marcas de fábrica.",1,papeleria
716,"Perfecto, tal cual se describe. El proceso de compra y despacho fue impecable. También el diseño es precioso y funcional a la vez.",5,textil
717,Muy decepcionado con esta compra. Compré un cuaderno de diseño Tallerín y el envío se demoró casi tres semanas más de lo prometido. Y lo peor: el tamaño real es bastante menor al que aparece en la descripción. Definitivamente no vale lo que cuesta.,1,papeleria
718,Cumple bien lo que promete. Es exactamente como se veía en las fotos. Lo único es que faltaban tornillos y tuve que comprarlos por mi cuenta.,4,mueble
719,"Esperaba algo mejor, la verdad. La cinta LED de Tallerín llegó golpeado por todos lados, el embalaje era pésimo.",2,iluminacion
720,"Realmente una mala experiencia de principio a fin. Compré un cojín Norden y el material se siente mucho más barato de lo que se ve en las fotos. Sumado a eso, el acabado tiene burbujas y marcas de fábrica. Por si fuera poco, el tamaño real es bastante menor al que aparece en la descripción. No compraría de nuevo en esta tienda.",1,textil
721,"Perfecto, tal cual se describe. La calidad de los materiales superó mis expectativas.",5,textil
722,Muy recomendado. Es exactamente como se veía en las fotos.,5,iluminacion
723,Superó mis expectativas. El proceso de compra y despacho fue impecable.,5,electronica
724,"Muy buena compra en general. Es súper fácil de armar, en 10 minutos estaba listo. Lo único es que llegó golpeado por todos lados, el embalaje era pésimo.",4,papeleria
725,Muy decepcionado con esta compra. Compré unos audífonos Fabril y el servicio al cliente no respondió ningún correo. Y lo peor: llegó con un rayón visible en la superficie. Y lo peor: olía fuerte a químico los primeros días.,1,electronica
726,"Realmente una mala experiencia de principio a fin. Compré un block de bocetos Bosque Design y el envío se demoró casi tres semanas más de lo prometido. Sumado a eso, llegó golpeado por todos lados, el embalaje era pésimo. Sumado a eso, se despegó una parte a la semana de uso. Además, venía con una pieza rota dentro de la caja. Pedí el reembolso y no pienso volver a comprar acá.",1,papeleria
727,Muy buena compra en general. El acabado se ve mucho más caro de lo que costó. Lo único es que el material se siente mucho más barato de lo que se ve en las fotos.,4,iluminacion
728,"Una de las peores experiencias de compra que he tenido. Compré una repisa Rukan y faltaban tornillos y tuve que comprarlos por mi cuenta. Para peor, el color no se parece nada a la foto del sitio. Sumado a eso, el envío se demoró casi tres semanas más de lo prometido. Sumado a eso, las instrucciones de armado están mal traducidas y no calzan con las piezas. Una lástima, esperaba mucho más de esta marca.",1,mueble
729,"Muy recomendado. Es súper fácil de armar, en 10 minutos estaba listo.",5,electronica
730,"No lo recomiendo para nada. Compré una manta Bosque Design y el material se siente mucho más barato de lo que se ve en las fotos. Para peor, el acabado tiene burbujas y marcas de fábrica. Por si fuera poco, olía fuerte a químico los primeros días. Y lo peor: llegó con un rayón visible en la superficie.",1,textil
731,"Escritorio de Fabril: es correcto sin sorprender, cumple su función.",3,mueble
732,Muy buena compra en general. El acabado se ve mucho más caro de lo que costó.,4,electronica
733,Cinta led de Rukan: el diseño me gusta pero la calidad es regular.,3,iluminacion
734,"Realmente una mala experiencia de principio a fin. Compré un sillón Tallerín y tuve que pagar de mi bolsillo la devolución, algo que no avisaron. Además, llegó con un rayón visible en la superficie. Sumado a eso, el envío se demoró casi tres semanas más de lo prometido.",1,mueble
735,"Esperaba algo mejor, la verdad. El velador de Casa Sur el servicio al cliente no respondió ningún correo. Eso sí, el acabado se ve mucho más caro de lo que costó.",2,mueble
736,"Realmente una mala experiencia de principio a fin. Compré una repisa Casa Sur y el servicio al cliente no respondió ningún correo. Además, llegó con un rayón visible en la superficie.",1,mueble
737,Bastante conforme con el producto. Llegó antes de lo prometido y muy bien embalado. Lo único es que el servicio al cliente no respondió ningún correo.,4,papeleria
738,Una de las peores experiencias de compra que he tenido. Compré un organizador de escritorio Lumina y no coincide para nada con las medidas publicadas. Y lo peor: el acabado tiene burbujas y marcas de fábrica.,1,papeleria
739,No lo recomiendo para nada. Compré un closet modular Rukan y el servicio al cliente no respondió ningún correo. Y lo peor: las instrucciones de armado están mal traducidas y no calzan con las piezas.,1,mueble
740,Muy recomendado. La calidad de los materiales superó mis expectativas.,5,electronica
741,Muy recomendado. Es exactamente como se veía en las fotos.,5,papeleria
742,"No lo recomiendo para nada. Compré un colgante LED Puno Studio y no coincide para nada con las medidas publicadas. Y lo peor: el tamaño real es bastante menor al que aparece en la descripción. Y lo peor: llegó golpeado por todos lados, el embalaje era pésimo. Además, el acabado tiene burbujas y marcas de fábrica. Definitivamente no vale lo que cuesta.",1,iluminacion
743,"Una de las peores experiencias de compra que he tenido. Compré un block de bocetos Norden y el tamaño real es bastante menor al que aparece en la descripción. Por si fuera poco, llegó con un rayón visible en la superficie. Definitivamente no vale lo que cuesta.",1,papeleria
744,"Tiene varios detalles que no me convencieron. El banco de Cordillera Home el envío se demoró casi tres semanas más de lo prometido. Eso sí, el proceso de compra y despacho fue impecable.",2,mueble
745,Una de las peores experiencias de compra que he tenido. Compré una manta Fabril y se despegó una parte a la semana de uso. Y lo peor: olía fuerte a químico los primeros días. Pedí el reembolso y no pienso volver a comprar acá.,1,textil
746,"Muy recomendado. El acabado se ve mucho más caro de lo que costó. Y de paso, la calidad de los materiales superó mis expectativas.",5,mueble
747,"Muy decepcionado con esta compra. Compré un velador con luz Rukan y el color no se parece nada a la foto del sitio. Además, se despegó una parte a la semana de uso. Y lo peor: llegó golpeado por todos lados, el embalaje era pésimo. Para peor, el material se siente mucho más barato de lo que se ve en las fotos.",1,iluminacion
748,"No lo recomiendo para nada. Compré un organizador de escritorio Cordillera Home y olía fuerte a químico los primeros días. Por si fuera poco, llegó golpeado por todos lados, el embalaje era pésimo.",1,papeleria
749,Cumple bien lo que promete. Es exactamente como se veía en las fotos. Lo único es que el tamaño real es bastante menor al que aparece en la descripción.,4,papeleria
750,Muy buena compra en general. El acabado se ve mucho más caro de lo que costó. Lo único es que el tamaño real es bastante menor al que aparece en la descripción.,4,textil
751,"¡Excelente! El acabado se ve mucho más caro de lo que costó. Y de paso, quedó espectacular en el living.",5,mueble
752,Set de rotuladores de Norden: funciona bien pero el color es más apagado de lo que pensé.,3,papeleria
753,Cumple bien lo que promete. El proceso de compra y despacho fue impecable.,4,electronica
754,"No lo recomiendo para nada. Compré un mouse inalámbrico Lumina y no coincide para nada con las medidas publicadas. Sumado a eso, faltaban tornillos y tuve que comprarlos por mi cuenta.",1,electronica
755,"No lo recomiendo para nada. Compré un block de bocetos Lumina y el acabado tiene burbujas y marcas de fábrica. Y lo peor: olía fuerte a químico los primeros días. Sumado a eso, llegó golpeado por todos lados, el embalaje era pésimo. Y lo peor: se despegó una parte a la semana de uso. Pedí el reembolso y no pienso volver a comprar acá.",1,papeleria
756,¡Excelente! Es exactamente como se veía en las fotos.,5,textil
757,"Muy decepcionado con esta compra. Compré un cargador rápido Norden y el color no se parece nada a la foto del sitio. Sumado a eso, llegó con un rayón visible en la superficie.",1,electronica
758,"Alfombra de Norden: está bien para el precio, aunque esperaba un poco más.",3,textil
759,"Perfecto, tal cual se describe. Es súper fácil de armar, en 10 minutos estaba listo.",5,electronica
760,"Muy recomendado. El acabado se ve mucho más caro de lo que costó. Además, el proceso de compra y despacho fue impecable.",5,iluminacion
761,"Realmente una mala experiencia de principio a fin. Compré una cinta LED Rukan y tuve que pagar de mi bolsillo la devolución, algo que no avisaron. Sumado a eso, el material se siente mucho más barato de lo que se ve en las fotos. Sumado a eso, llegó golpeado por todos lados, el embalaje era pésimo.",1,iluminacion
